list1_1,list1_2,list1_3,list1_4,list1_5,list2_1,list2_2,list2_3,list2_4,list2_5,list3_1,list3_2,list3_3,list4_1,list4_2,list4_3,list4_4,list5,list6
2.533362590040115,0.00030371468509845666,1.148140777781692,1.8194473808666396,16.333466496487677,2.533362534743987,5.6789430333227455e-6,1.1481407779870645,1.819447373175856,16.333466496302307,"(1, 2, 3)",4181,-0.5000000000000001,-1.0,-1.0,-1.0,-1.0,"[1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2]","[2, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 3, 1]"
2.5991971361928874,3.1415914067375783,2.2504461256294137,0.785398163397196,7.8643884389831324,2.599197136192046,3.1415909085950204,2.2504461256287343,0.7853981633969671,7.864388438983104,"(1, 2, 3)",2011,-0.5,-1.0,-1.0,-1.0,-1.0,"[3, 3, 3]","[1, 2, 2]"
1.6378870265244432,2.3414794044028446,1.3795108501978361,3.129035356496879,7.5431559037445535,1.6378870265247973,2.341479404403021,1.3795108501983986,3.1290353564969684,7.543155903744535,"(1, 2, 3)",1936,-0.5,-1.0,-1.0,-1.0,-1.0,"[2, 2, 3, 3, 2, 3, 3]","[1, 3, 2, 1, 3, 1, 2]"
1.3574745196014282,0.006414965211481743,2.4541802493747147,1.730451340665075,7.243356795855416,1.3574632280778889,0.0001505709912844262,2.454180001190272,1.7304469127583797,7.243356859644371,"(1, 2, 3)",1827,-0.49999999999999994,-1.0,-1.0,-1.0,-1.0,"[3, 2, 1, 1, 3]","[2, 1, 3, 2, 1]"
1.529833521698034,1.2355815598606845,1.6086717400012536,2.9850187747055403,5.971821469126085,1.5298335216978445,1.235581559860668,1.608671740001127,2.9850187747055434,5.971821469126086,"(3, 2, 1)",1534,-0.5000000000000001,-1.0,-1.0,-1.0,-1.0,"[3, 2, 2, 2, 3, 3]","[2, 1, 3, 3, 1, 2]"
3.1415461681373795,3.141547036798426,0.48522141954387277,0.4966531423333015,8.139135750545776,3.141587441699728,3.1415874505800874,0.5152145732371597,0.5032326616204682,8.138996094768922,"(1, 2, 3)",2080,-0.5000000000000001,-1.0,-1.0,-1.0,-1.0,"[2, 1, 3]","[1, 3, 2]"
3.1415897673825017,3.138617971568325,1.1200516808158263,2.35619385165344,8.06887736799504,3.1415923666954653,3.141584587273564,1.1200517077556746,2.3561944901876406,8.068877368016434,"(1, 2, 3)",2087,-0.5,-1.0,-1.0,-1.0,-1.0,"[3, 3, 3, 2, 2, 2, 2]","[1, 1, 1, 1, 1, 1, 1]"
1.847942479152836,1.8058481306774525,1.5117246490569392,1.638314953078746,17.856929994960524,1.847942479152829,1.805848130677422,1.5117246490569538,1.6383149530787369,17.85692999496053,"(3, 2, 1)",4624,-0.49999999999999994,-1.0,-1.0,-1.0,-1.0,"[3, 2, 2, 3, 3, 2, 3, 3, 2, 2]","[2, 1, 3, 2, 1, 3, 1, 2, 3, 1]"
3.1415920257733965,3.1415918167620034,1.5694921690946724,0.32820460558535836,5.971818820108546,3.1415911842241804,3.1415910174789343,1.5694921690947754,0.3282046055852839,5.971818820108703,"(3, 2, 1)",1529,-0.4999999999999999,3.1121345002097285,1.9583851675478483,1.6544149533066173,0.3567817672316532,"[2, 2, 2, 3, 3, 3]","[1, 3, 3, 1, 2, 2]"
3.1415923846974185,3.141585282399971,1.0799055325883182,2.2881889099645325,16.111053027394927,3.141592653589793,3.1415858934992023,1.079905532588455,2.2881889099651844,16.111053027394917,"(3, 2, 1)",4130,-0.5000000000000002,2.2209273462864987,1.2905353534175685,0.7599955808882657,2.3302701597387347,"[1, 1, 2]","[2, 3, 1]"
1.5783292333740868,2.134219399852001,0.4721370830708202,0.6194836089268227,10.200038332617064,1.57832923337407,2.1342193998519403,0.4721370830708929,0.6194836089268055,10.200038332617062,"(2, 1, 3)",2612,-0.5,1.7611959232411054,2.500511559397242,0.22767698322044203,0.5147058739026179,"[3, 1, 1]","[1, 2, 3]"
1.6378877077299099,2.341479327284763,1.3795119921643861,1.5582391147382726,7.543155974391806,1.6378877077297225,2.341479327284691,1.379511992164085,1.5582391147382322,7.5431559743918175,"(1, 2, 3)",1933,-0.5,1.0128677436936346,2.3276225971040088,0.9018690715964153,1.5176179563314425,"[3, 2, 2, 3, 3, 2, 2]","[2, 1, 3, 1, 2, 3, 1]"
3.0945035077661505,3.1085132568848532,-0.16328273846062,0.35420769862752566,14.384624862911842,3.141557053553987,3.1415676431396475,0.16330154753679804,0.35428726624106666,14.384624911447535,"(3, 2, 1)",3680,-0.5,2.9913029964908553,2.315793227629019,0.02103900973973335,2.1563275908275963,"[2, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 2, 3, 3]","[1, 3, 2, 1, 3, 3, 1, 2, 3, 1, 2, 3, 1, 2, 2]"
1.5937096190048516,2.1992412798490886,0.3927528762877683,2.2073124791763576,10.20003687721747,1.5783292333740735,2.134219399851956,0.4721370830708719,2.1902799357217067,10.200038332617062,"(2, 1, 3)",2612,-0.5000000000000001,1.6471173708845515,2.1217514814415592,0.11018107087120546,2.2550381565233524,"[1, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 1, 3, 1, 1, 3]","[2, 3, 1, 2, 3, 1, 2, 3, 2, 1, 3, 2, 1, 3, 2, 1]"
2.7533496879421286,0.6097901416947445,1.6599031452767123,1.8003227385624216,14.384632658195017,2.753349687942133,0.6097901416947984,1.659903145276692,1.800322738562428,14.384632658195017,"(1, 3, 2)",3684,-0.5,3.1313287303230526,0.9450280187370087,2.6113722147452063,2.2111378139949642,"[1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1]","[2, 3, 1, 2, 3, 1, 1, 3, 2, 1, 3, 2, 1, 3, 2]"
0.8703616244638188,1.6004222814932492,2.185161815313389,2.1097130168678553,12.790871413979856,0.8703616244637961,1.6004222814931763,2.185161815313445,2.1097130168678317,12.790871413979842,"(2, 3, 1)",3361,-0.5000000000000001,0.9211663001218795,2.0556098862555285,1.9820540430186937,1.8432876851066156,"[3, 3]","[2, 1]"
0.9173223717648865,1.7628886065846283,1.9901062367616242,0.7365726758865989,12.90460867558441,0.9173223716273484,1.7628886071689736,1.990106234974156,0.73657267596661,12.90460867568258,"(3, 1, 2)",3330,-0.4999999999999998,1.0388614541520942,2.4812001619293227,0.44462794001924466,0.5512433765329944,"[3, 3]","[1, 2]"
1.1809478178147073,0.6081573455360492,2.8700988651635493,1.986996412216028,18.076026019435247,1.1809478178147308,0.6081573455363247,2.8700988651635027,1.9869964122161354,18.076026019435357,"(3, 1, 2)",4601,-0.5,0.9362772520737356,1.2621815873203504,2.5524776046995683,1.1886208624808587,"[3, 3, 1]","[2, 1, 3]"
3.141589900106535,3.1415897712454446,1.867713816637906,2.88367543695,13.468980730966019,3.141591727310221,3.141591495974176,1.8677138166387572,2.883675436951597,13.468980730958808,"(3, 2, 1)",3685,-0.4999999999999999,1.255035344996375,2.2360087549553596,2.2907499158351774,2.796238503536561,"[2, 3, 3, 2, 2, 3, 2, 2, 3, 3]","[3, 1, 2, 3, 1, 2, 1, 3, 2, 1]"
1.9780785283942117,3.1399165210181796,2.592067160832537,0.7853949032319185,16.520688723086355,1.9780789437010033,3.141540841849337,2.592067192896998,0.7853981602782802,16.520688661855637,"(3, 2, 1)",4207,-0.4999999999999999,1.2938071825453454,3.1352283980692537,2.612624544663365,0.978714300292631,"[3, 3, 3, 2, 3, 2, 2]","[1, 2, 1, 3, 2, 1, 3]"
0.9840013924390756,1.3420366170272187,0.4832727447627459,1.7263727106267073,13.695281938533514,0.8899392617635762,1.178669033991771,0.4683942866834549,1.7024391102881489,13.695190009342385,"(2, 3, 1)",3506,-0.5000000000000004,0.9899070386726992,2.8345415596338785,0.35445706189378734,2.386754969078736,"[3, 2, 3]","[2, 3, 1]"
1.6378893096048184,2.3414791459393336,1.3795146775248561,-0.012557012091363756,7.5431561405206855,1.6378893096047844,2.341479145939314,1.379514677524804,-0.012557012091372045,7.543156140520688,"(1, 2, 3)",1926,-0.5,0.9233501052581623,1.9965971663809345,1.1198487634700434,1.1093745444781136,"[2, 2, 3, 3, 2, 3, 3]","[1, 3, 2, 1, 3, 1, 2]"
1.7739869495864342,2.448595964837587,2.5548516436937585,0.9490004185373337,9.945064769176025,1.7739869495864353,2.4485959648375877,2.5548516436937527,0.9490004185373427,9.945064769176016,"(3, 2, 1)",2539,-0.5,1.7077208020201464,2.6144466415477288,2.5406925875175275,0.9226547053166112,"[3, 3]","[1, 2]"
2.6657640184058335,2.688649280503828,2.0774217796704213,1.6642491811084186,7.455818241424465,2.6657640184124327,2.688649280510649,2.0774217796720276,1.6642491811096587,7.455818241424477,"(1, 2, 3)",1919,-0.5,2.848864648678587,2.46902024559758,1.040493226833211,1.8589006112094257,"[3, 2, 2, 2, 2]","[2, 1, 3, 3, 1]"
1.403513224475181,0.31330113258250564,1.6827448790318684,0.5004596925437992,10.204036327250176,1.4035132244749002,0.3133011325830404,1.682744879031705,0.5004596925437101,10.204036327250181,"(2, 1, 3)",2613,-0.5000000000000002,3.130739675529235,1.1875085863300976,1.139610194952394,0.8851563607132189,"[3, 1, 1, 3, 3, 1, 1, 3, 3, 1, 1, 3]","[1, 2, 3, 1, 2, 3, 3, 2, 1, 3, 2, 1]"
